IDENT,AGE10,CA0ACATAEU_15,CA0AREGIONF_15,CA0AREG_15,CA1,CA11,CA12,CA20_15,CA23A,CA7,CA8,CA8B3,HABDE_15,OS1,PER1,Q1,Q31,STRADEF,CONTRAT_15,DEST,LIEUNAIS,PCS_15,PHD,PONDEF,POSPRO_15,REGETAB,SALPRS_15,SITDE_15,TAPE,TAPI,ZUS
E0022231,25,111,ÎLE-DE-FRANCE,11,,7,1,1,2,,,,01,2,1,2,2,9,,SOC,00,,04T,62.47272104,,11,,3,1,,2
E0022317,24,111,ÎLE-DE-FRANCE,11,,6,5,2,2,,,,03,2,1,2,2,33,01 Non salarié,SOC,00,432A,08,51.329281203,,11,,1,0,21,2
E0022444,22,111,ÎLE-DE-FRANCE,11,,6,6,2,2,,,,02,2,1,2,2,33,01 Non salarié,SOC,00,432A,08,51.494628285,,11,,1,0,,2
E0022459,35,111,ÎLE-DE-FRANCE,11,,6,6,1,2,,,,02,2,1,2,2,33,"02 CDI, Fonctionnaire",SOC,00,431F,13L,55.987911887,08,11,1851,1,0,0,2
E0022538,31,111,ÎLE-DE-FRANCE,11,,3,1,1,2,,,,02,2,1,2,2,33,"02 CDI, Fonctionnaire",SOC,00,431C,08,36.792966037,92,11,2033.3125,1,0,12,2
E0022549,28,111,ÎLE-DE-FRANCE,11,,6,4,2,1,,,,02,2,1,2,2,33,"02 CDI, Fonctionnaire",SOC,00,431C,08,47.76706693,08,11,2500,1,0,0,2
E0022557,21,111,ÎLE-DE-FRANCE,11,,2,4,2,2,,,,03,2,1,2,2,33,"02 CDI, Fonctionnaire",SOC,00,431C,08,41.029200624,71,11,2113,1,0,0,2
E0022622,21,111,ÎLE-DE-FRANCE,11,1,1,4,2,2,4,,,01,2,1,2,2,9,"02 CDI, Fonctionnaire",SOC,00,526C,02T,24.653604833,93,11,1600,1,1,1,2
E0022676,19,111,ÎLE-DE-FRANCE,11,,3,2,2,1,,,,01,2,2,2,2,9,"02 CDI, Fonctionnaire",SOC,00,526C,02T,25.2068594,93,11,1648,1,1,1,2
E0022731,30,111,PAYS DE LA LOIRE,52,,1,1,1,1,,,,02,2,1,2,2,33,,SOC,00,,08,47.625157756,,11,,3,0,0,2
E0022759,28,111,ÎLE-DE-FRANCE,11,,7,4,2,2,,2,,03,2,1,2,2,33,"02 CDI, Fonctionnaire",SOC,00,331A,08,42.570286125,08,11,2300,1,0,0,2
E0022760,33,112,ÎLE-DE-FRANCE,11,,1,4,1,1,,1,,02,1,1,2,2,33,"02 CDI, Fonctionnaire",SOC,00,431C,08,40.174885618,04,11,2275,1,6,6,2
E0022764,24,111,ÎLE-DE-FRANCE,11,,6,6,1,2,,,,02,2,1,2,2,33,"02 CDI, Fonctionnaire",SOC,00,431C,08,80.289474638,92,11,1800,1,0,0,2
E0022789,25,111,ÎLE-DE-FRANCE,11,,5,5,2,2,,,,03,2,2,2,2,33,"02 CDI, Fonctionnaire",SOC,00,431A,08,38.597171703,04,11,2167,1,0,5,2
E0022814,23,111,ÎLE-DE-FRANCE,11,,1,1,2,2,1,1,2,02,2,1,2,2,33,"02 CDI, Fonctionnaire",SOC,00,431F,08,66.551201734,91,11,2000,1,0,9,2
E0022851,24,111,BASSE-NORMANDIE,25,,,7,1,2,,,,02,1,1,2,2,33,"02 CDI, Fonctionnaire",SOC,00,431F,08,53.79517358,92,11,1600,1,0,0,2
E0022862,21,111,ÎLE-DE-FRANCE,11,,5,4,2,2,,,,03,2,1,2,2,33,,SOC,00,,08,38.682453534,,11,,5,0,0,2
E0022898,25,111,ÎLE-DE-FRANCE,11,,7,7,1,2,,,,02,2,1,2,2,9,"02 CDI, Fonctionnaire",SOC,00,526A,02T,52.75798779,91,11,1400,1,1,1,2
E0022908,23,111,RHÔNE-ALPES,82,,1,4,2,2,,,,03,2,1,2,2,33,01 Non salarié,SOC,00,432C,08,96.666706207,,11,,1,2,,2
E0022926,23,111,HAUTE-NORMANDIE,23,,7,7,2,2,,,,03,2,1,2,2,33,"02 CDI, Fonctionnaire",SOC,00,432D,08,62.930918638,03,11,1500,1,3,,2
E0022927,22,111,ÎLE-DE-FRANCE,11,,1,3,2,2,,,,03,1,1,2,2,33,"02 CDI, Fonctionnaire",SOC,00,432D,08,36.373476431,92,11,1950,1,3,3,1
E0022930,24,400,RHÔNE-ALPES,82,,7,4,2,2,,,,03,2,1,2,2,33,"02 CDI, Fonctionnaire",SOC,00,432D,08,51.443670231,92,11,1800,1,0,1,2
E0022948,23,111,BRETAGNE,53,,1,1,2,2,,,,02,1,1,2,2,33,"02 CDI, Fonctionnaire",SOC,00,432D,08,46.481640502,91,11,1700,1,0,3,2
E0022950,22,112,ÎLE-DE-FRANCE,11,,7,3,2,2,,,,03,1,1,2,2,33,"02 CDI, Fonctionnaire",SOC,00,432D,08,47.086302495,06,11,1571,1,0,28,2
E0022959,23,111,ÎLE-DE-FRANCE,11,,1,3,1,2,2,,,02,2,1,2,2,33,"02 CDI, Fonctionnaire",SOC,00,431E,08,45.303602934,92,11,2150,1,0,30,2
E0022963,25,111,ÎLE-DE-FRANCE,11,,1,3,1,2,,,,02,2,1,2,2,33,"02 CDI, Fonctionnaire",SOC,00,431E,08,50.567256486,71,11,2113,1,0,23,2
E0022974,24,111,ÎLE-DE-FRANCE,11,,1,2,2,2,,,,02,1,1,2,2,33,"02 CDI, Fonctionnaire",SOC,00,431E,08,45.216606232,08,11,2279.328125,1,0,0,2
E0023006,25,111,ÎLE-DE-FRANCE,11,,7,7,1,2,,,,02,1,2,2,2,33,"02 CDI, Fonctionnaire",SOC,00,431F,08,71.041950075,08,11,1858,1,0,0,2
E0023026,22,111,ÎLE-DE-FRANCE,11,,7,5,2,1,,,,02,2,1,2,2,33,"02 CDI, Fonctionnaire",SOC,00,431F,08,32.227455895,08,11,1842,1,0,0,1
E0023040,22,111,ÎLE-DE-FRANCE,11,2,6,6,2,1,,,,01,2,1,2,2,33,"02 CDI, Fonctionnaire",SOC,00,431F,08,36.725058728,71,11,1950,1,1,1,2
E0023073,24,111,ÎLE-DE-FRANCE,11,,6,6,2,2,,,,03,2,1,2,2,33,"02 CDI, Fonctionnaire",SOC,00,431D,08,32.18974755,71,11,1608,1,1,1,2
E0023098,23,111,ÎLE-DE-FRANCE,11,,2,3,2,2,,,,02,2,1,2,2,33,"02 CDI, Fonctionnaire",SOC,00,431F,08,35.581718916,08,11,1896,1,0,5,2
E0023150,21,111,ÎLE-DE-FRANCE,11,,1,1,2,2,2,4,2,02,1,1,2,2,33,"02 CDI, Fonctionnaire",SOC,00,431F,08,37.515835716,08,11,1842,1,0,12,1
E0023189,26,111,ÎLE-DE-FRANCE,11,,2,4,2,2,,,,03,2,1,2,2,33,01 Non salarié,SOC,00,432A,08,73.501949252,,11,,1,0,,2
E0023225,22,112,ÎLE-DE-FRANCE,11,,6,6,2,2,,,,03,1,1,2,2,33,"02 CDI, Fonctionnaire",SOC,00,432B,08,38.664901203,91,11,1816.65625,1,1,1,2
E0023272,23,111,RHÔNE-ALPES,82,,3,3,2,2,,,,02,2,1,2,2,33,"02 CDI, Fonctionnaire",SOC,00,432D,08,36.955480831,91,11,1079,1,1,31,2
E0023302,28,111,ÎLE-DE-FRANCE,11,,1,2,1,1,,,,02,2,1,2,2,33,"02 CDI, Fonctionnaire",SOC,00,432D,08,47.823947772,05,11,1629.1640625,1,1,1,1
E0023307,24,111,ÎLE-DE-FRANCE,11,,2,2,2,2,,,,03,2,1,2,2,33,"02 CDI, Fonctionnaire",SOC,00,432D,08,38.510962301,92,11,650,1,2,2,2
E0023327,22,111,ÎLE-DE-FRANCE,11,,3,3,2,2,,,,03,2,1,2,2,33,"02 CDI, Fonctionnaire",SOC,00,432D,08,40.70907789,92,11,1500,1,2,2,2
E0023330,22,111,ÎLE-DE-FRANCE,11,,2,6,2,2,,,,03,2,1,2,2,33,"02 CDI, Fonctionnaire",SOC,00,432D,08,51.708295641,05,11,1239.1640625,1,2,2,2
E0023346,22,111,ÎLE-DE-FRANCE,11,,5,5,2,2,,,,02,2,1,2,2,33,"02 CDI, Fonctionnaire",SOC,00,432D,08,36.32995625,05,11,1366,1,2,2,2
E0023347,22,112,HAUTE-NORMANDIE,23,,7,7,1,2,,,,02,2,1,2,2,33,"02 CDI, Fonctionnaire",SOC,00,432D,08,36.634156708,92,11,1551,1,2,2,2
E0023349,22,111,ÎLE-DE-FRANCE,11,,,5,2,1,,,,02,2,1,2,2,33,01 Non salarié,SOC,00,432C,08,82.74272538,,11,,1,0,,2
E0023355,22,111,CENTRE,24,,2,2,2,2,,,,01,2,1,1,2,33,"02 CDI, Fonctionnaire",SOC,00,432D,08,36.699798165,91,11,1679,1,0,3,2
E0023357,26,111,ÎLE-DE-FRANCE,11,,3,6,1,2,,,,02,2,1,2,2,33,"02 CDI, Fonctionnaire",SOC,00,432D,10M,38.58856371,92,11,740,1,3,25,2
E0023383,24,111,ÎLE-DE-FRANCE,11,,6,3,2,2,,,,02,2,1,1,2,33,01 Non salarié,SOC,00,432A,08,36.17610744,,11,,1,0,,2
E0023406,23,111,RHÔNE-ALPES,82,,6,6,2,2,,,,02,2,1,2,2,33,01 Non salarié,SOC,00,432A,08,49.869311365,,11,,1,0,,2
E0023445,21,112,ÎLE-DE-FRANCE,11,,2,2,2,2,,,,02,2,1,2,2,33,"02 CDI, Fonctionnaire",SOC,00,526C,08,39.530994925,91,11,1849.65625,1,2,17,2
E0023449,22,111,ÎLE-DE-FRANCE,11,2,1,1,2,2,,,,01,1,1,2,2,33,"02 CDI, Fonctionnaire",SOC,00,526C,08,66.945351618,91,11,1635,1,1,1,2
E0023450,19,111,ÎLE-DE-FRANCE,11,,1,1,1,2,,,,02,1,2,2,2,33,"02 CDI, Fonctionnaire",SOC,00,526C,01,48.002743077,91,11,1636,1,2,14,2
E0023455,19,111,ÎLE-DE-FRANCE,11,2,2,3,2,2,,,,01,2,1,2,2,33,04 Emploi à durée déterminée,SOC,00,526C,08,40.093091115,92,11,1591.65625,1,0,,2
E0023468,20,111,ÎLE-DE-FRANCE,11,,,2,2,2,,,,03,2,1,2,2,33,,SOC,00,,08,39.657071572,,11,,4,1,,2
E0023473,19,111,ÎLE-DE-FRANCE,11,,1,1,1,2,3,3,1,02,2,2,2,2,33,"02 CDI, Fonctionnaire",SOC,00,526C,08,59.69680229,93,11,1011.6640625,1,5,5,2
E0023686,24,111,HAUTE-NORMANDIE,23,,,2,2,1,,,,03,1,1,2,1,33,"02 CDI, Fonctionnaire",SOC,00,431F,08,75.45582535,92,23,1700,1,0,19,2
E0023725,22,112,HAUTE-NORMANDIE,23,,1,1,1,2,,,,02,2,1,2,2,33,"02 CDI, Fonctionnaire",SOC,00,431F,08,47.818490217,92,23,1500,1,0,4,2
E0023779,23,111,HAUTE-NORMANDIE,23,,7,7,1,1,,,,02,2,1,2,2,33,"02 CDI, Fonctionnaire",SOC,00,431F,08,38.04642177,08,23,1589,1,0,0,2
E0023794,22,111,HAUTE-NORMANDIE,23,,3,2,1,1,,,,02,1,1,2,2,33,"02 CDI, Fonctionnaire",SOC,00,431F,08,71.881069316,06,23,1501.6640625,1,0,0,2
E0023975,30,300,HAUTE-NORMANDIE,23,,1,1,1,2,,,,02,2,1,2,1,9,"02 CDI, Fonctionnaire",SOC,00,526A,04T,87.322865421,92,23,1655,1,0,0,2
E0024008,35,111,HAUTE-NORMANDIE,23,,1,1,1,2,,,,02,2,1,2,2,9,"02 CDI, Fonctionnaire",SOC,00,526A,02T,80.207608833,06,23,1838.328125,1,0,0,2
E0024029,28,111,HAUTE-NORMANDIE,23,,5,6,2,1,,,,03,2,1,2,2,33,"02 CDI, Fonctionnaire",SOC,00,431F,08,51.330239494,05,23,1470,1,3,6,2
E0024039,23,111,HAUTE-NORMANDIE,23,,1,1,1,2,3,3,2,01,1,1,2,2,33,01 Non salarié,SOC,00,431G,08,51.342143452,,23,,1,0,25,2
E0024133,28,111,HAUTE-NORMANDIE,23,,1,1,1,2,,,,02,2,1,2,1,9,"02 CDI, Fonctionnaire",SOC,00,526A,03T,28.267042401,92,23,1200,1,0,0,1
E0024193,21,112,RHÔNE-ALPES,82,,2,2,2,2,,,,02,2,1,2,2,33,01 Non salarié,SOC,00,431G,08,46.995590884,,11,,1,2,7,2
E0024254,21,111,AQUITAINE,72,,4,3,2,1,1,,,03,2,1,2,2,33,"02 CDI, Fonctionnaire",SOC,00,431C,08,65.867098355,05,11,1780,1,0,0,2
E0024304,22,112,ÎLE-DE-FRANCE,11,,1,1,2,2,,,,03,2,1,2,2,33,"02 CDI, Fonctionnaire",SOC,00,431F,08,26.227665223,91,11,1593,1,0,4,2
E0024322,24,111,ÎLE-DE-FRANCE,11,,2,2,1,2,,,,02,2,1,2,2,33,"02 CDI, Fonctionnaire",SOC,00,431F,08,21.063804401,92,11,2000,1,0,0,2
E0024346,22,112,ÎLE-DE-FRANCE,11,,7,3,2,2,,,,02,1,1,2,2,33,"02 CDI, Fonctionnaire",SOC,00,431F,08,60.467398698,91,11,1470,1,2,16,2
E0024371,21,111,ÎLE-DE-FRANCE,11,2,3,2,2,2,,,,01,2,2,2,2,9,"02 CDI, Fonctionnaire",SOC,00,526C,04T,25.424348253,92,11,1460,1,4,13,2
E0024378,19,111,ÎLE-DE-FRANCE,11,1,2,2,2,2,,,,01,2,1,2,2,9,03 Contrat aidé,SOC,00,526C,02T,36.856963837,92,11,1608,1,0,,2
E0024465,20,111,ÎLE-DE-FRANCE,11,,2,2,2,2,,,,01,2,1,2,2,9,"02 CDI, Fonctionnaire",SOC,00,526C,02T,31.829351529,05,11,1520,1,1,1,2
E0024491,25,111,ÎLE-DE-FRANCE,11,,5,5,1,2,,,,02,2,1,2,2,33,04 Emploi à durée déterminée,SOC,00,431E,08,32.146057972,71,11,2016.6640625,1,0,,2
E0024503,24,111,ÎLE-DE-FRANCE,11,,2,2,2,2,,,,03,2,1,2,2,33,"02 CDI, Fonctionnaire",SOC,00,431E,08,46.391095936,03,11,2167,1,0,17,2
E0024505,23,112,ÎLE-DE-FRANCE,11,,2,2,1,2,,,,02,2,1,2,1,33,"02 CDI, Fonctionnaire",SOC,00,431E,17,54.572565104,92,11,2166.65625,1,0,3,2
E0024509,24,111,ÎLE-DE-FRANCE,11,,,1,1,2,,,,01,1,1,2,2,33,01 Non salarié,SOC,00,465A,08,33.387486068,,11,,1,0,,2
E0024510,26,111,ÎLE-DE-FRANCE,11,,6,5,2,2,,,,03,1,1,2,2,33,05 Intérim,SOC,00,431E,08,44.486600291,71,11,2500,1,2,,2
E0024511,23,111,ÎLE-DE-FRANCE,11,,6,4,2,2,,,,03,2,1,2,2,33,"02 CDI, Fonctionnaire",SOC,00,431E,08,45.711482698,91,11,2004,1,0,13,2
E0024568,21,111,ÎLE-DE-FRANCE,11,,1,1,2,2,3,3,2,03,2,1,2,2,33,"02 CDI, Fonctionnaire",SOC,00,431A,08,55.597969221,71,11,4000,1,0,0,2
E0024573,21,111,ÎLE-DE-FRANCE,11,,2,3,2,2,3,3,1,01,2,1,2,2,33,"02 CDI, Fonctionnaire",SOC,00,431F,08,32.898798724,91,11,1470,1,0,0,2
E0024663,23,111,ÎLE-DE-FRANCE,11,2,7,2,2,2,,,,01,2,1,1,2,33,"02 CDI, Fonctionnaire",SOC,00,433A,08,66.255710113,06,11,1593,1,0,0,2
E0024676,22,111,ÎLE-DE-FRANCE,11,,1,1,2,2,3,3,2,02,2,1,2,2,33,"02 CDI, Fonctionnaire",SOC,00,431F,08,32.824487489,92,11,1916.6640625,1,3,16,2
E0024678,24,112,CENTRE,24,,1,1,1,2,,,,02,2,1,2,2,33,"02 CDI, Fonctionnaire",SOC,00,431F,08,51.439644357,91,11,1983.328125,1,0,3,2
E0024738,19,111,ÎLE-DE-FRANCE,11,2,1,1,2,2,,,,01,2,1,2,2,9,"02 CDI, Fonctionnaire",SOC,00,526C,04T,34.930158645,92,11,1517,1,2,56,2
E0024739,30,112,CENTRE,24,,4,1,1,2,,,,02,2,1,2,2,9,"02 CDI, Fonctionnaire",SOC,00,526C,03T,34.304376939,92,11,1641.6640625,1,2,18,2
E0024762,21,111,ÎLE-DE-FRANCE,11,,2,2,1,2,,,,02,2,1,2,2,9,"02 CDI, Fonctionnaire",SOC,00,526C,02T,79.24733587,91,11,1790,1,2,24,1
E0024821,26,120,PAYS DE LA LOIRE,52,,2,2,1,2,,,,02,2,1,2,2,33,04 Emploi à durée déterminée,SOC,00,431F,08,44.060818446,05,54,1500,1,0,0,2
E0024903,22,300,PICARDIE,22,,3,3,2,2,,,,02,2,1,2,2,33,01 Non salarié,SOC,00,431G,08,33.129467782,,22,,1,0,0,2
E0024956,22,112,PICARDIE,22,,2,1,1,2,,,,02,1,1,2,2,33,"02 CDI, Fonctionnaire",SOC,00,431F,08,37.430637678,92,22,1532.3320313,1,0,7,2
E0024985,24,111,BRETAGNE,53,,1,1,2,2,,,,02,1,1,1,2,33,"02 CDI, Fonctionnaire",SOC,00,431F,08,34.518663917,92,22,1700,1,0,19,2
E0024989,24,111,LANGUEDOC-ROUSSILLON,91,,2,2,1,1,,,,02,2,1,2,2,33,"02 CDI, Fonctionnaire",SOC,00,431F,08,31.343941547,91,22,1223.328125,1,2,21,2
E0025007,19,112,PICARDIE,22,,1,7,1,2,,,,02,2,1,2,2,9,"02 CDI, Fonctionnaire",SOC,00,526A,02T,65.356764481,92,22,1625,1,0,4,2
E0025033,25,111,PICARDIE,22,,2,2,2,2,,,,03,1,1,2,2,33,01 Non salarié,SOC,00,311A,08,67.128178399,,22,,1,0,11,2
E0025050,24,112,PICARDIE,22,,4,4,2,2,,,,02,2,1,1,2,33,"02 CDI, Fonctionnaire",SOC,00,431E,08,36.116475072,71,22,2000,1,0,6,2
E0025054,23,111,RHÔNE-ALPES,82,,2,3,2,2,,,,03,2,1,2,2,33,04 Emploi à durée déterminée,SOC,00,431E,08,40.644546427,03,22,1800,1,0,,2
E0025059,25,111,ÎLE-DE-FRANCE,11,,5,3,1,2,,,,02,2,1,1,2,33,"02 CDI, Fonctionnaire",SOC,00,431E,08,35.774477854,03,22,2004,1,0,19,2
E0025060,24,120,PICARDIE,22,,2,3,1,1,,,,02,2,1,2,2,33,"02 CDI, Fonctionnaire",SOC,00,431E,08,51.989517774,92,22,1573,1,0,28,2
E0025066,21,211,PICARDIE,22,,2,7,2,2,,,,02,2,1,2,2,33,"02 CDI, Fonctionnaire",SOC,00,433A,08,37.579907949,06,22,2266.65625,1,0,0,2
E0025080,22,111,NORD-PAS-DE-CALAIS,31,,2,3,2,2,,,,02,2,1,1,2,33,"02 CDI, Fonctionnaire",SOC,00,433A,08,50.228918947,05,22,1950,1,0,3,2
E0025081,21,111,PICARDIE,22,,1,1,2,2,,,,03,2,1,2,2,33,"02 CDI, Fonctionnaire",SOC,00,433A,08,50.604005786,05,22,1617,1,0,7,2
E0025192,22,111,PICARDIE,22,,2,3,2,2,,,,02,2,1,2,2,33,01 Non salarié,SOC,00,432A,10M,45.593276367,,22,,1,0,,2
E0025245,24,111,PICARDIE,22,2,1,2,1,2,,,,03,1,1,1,2,33,"02 CDI, Fonctionnaire",SOC,00,431F,08,58.903377003,05,22,1723,1,4,4,1
E0025294,25,112,PICARDIE,22,,3,3,1,2,,,,02,1,1,1,2,33,"02 CDI, Fonctionnaire",SOC,00,431F,08,31.252687566,92,22,1842,1,0,15,2
E0025318,22,120,PICARDIE,22,,3,5,1,2,,,,02,2,1,2,2,33,"02 CDI, Fonctionnaire",SOC,00,431C,08,51.921085591,71,22,2900,1,0,5,2
E0025328,26,111,PICARDIE,22,,2,1,2,2,,,,02,1,1,2,2,33,"02 CDI, Fonctionnaire",SOC,00,431C,08,39.491208854,91,22,1860.3320313,1,0,7,2
E0025503,30,111,CHAMPAGNE-ARDENNE,21,,1,1,1,2,,,,02,2,1,2,2,9,"02 CDI, Fonctionnaire",SOC,00,526A,02T,55.475922298,06,22,1408,1,0,0,2
E0025544,21,111,PROVENCE-ALPES-CÔTE D'AZUR,93,,2,3,2,2,,,,03,2,1,2,2,33,"02 CDI, Fonctionnaire",SOC,00,431F,08,51.98139835,08,73,1943,1,0,9,2
E0025775,22,111,PROVENCE-ALPES-CÔTE D'AZUR,93,,6,6,2,1,2,,,03,2,1,1,2,9,"02 CDI, Fonctionnaire",SOC,05,526A,04T,53.422232754,92,93,1400,1,0,15,2
E0025867,24,111,PROVENCE-ALPES-CÔTE D'AZUR,93,,7,3,2,2,,,,03,1,1,2,2,33,04 Emploi à durée déterminée,SOC,00,431F,08,48.856036336,05,93,1500,1,0,0,2
E0026024,24,221,PROVENCE-ALPES-CÔTE D'AZUR,93,,1,2,1,2,,,,02,2,1,2,2,9,"02 CDI, Fonctionnaire",SOC,00,526C,04T,57.553007698,92,93,1380,1,0,0,2
E0026206,23,111,PROVENCE-ALPES-CÔTE D'AZUR,93,,2,3,2,2,,,,03,1,1,2,2,33,"02 CDI, Fonctionnaire",SOC,00,431F,08,50.18708663,92,93,1842,1,0,2,2
E0026262,29,111,PROVENCE-ALPES-CÔTE D'AZUR,93,,,1,2,2,,,,02,1,1,2,1,31,04 Emploi à durée déterminée,SOC,00,434B,08,28.286963094,92,93,1530,1,0,,1
E0026297,27,111,PROVENCE-ALPES-CÔTE D'AZUR,93,,1,1,1,2,4,4,2,02,2,1,1,2,28,"02 CDI, Fonctionnaire",SOC,00,434D,03T,43.070911947,92,93,1513,1,3,39,2
E0026372,28,111,PROVENCE-ALPES-CÔTE D'AZUR,93,,6,4,2,2,,,,03,2,1,2,2,31,"02 CDI, Fonctionnaire",SOC,00,434B,08,28.445274387,06,93,1820,1,0,7,2
E0026396,24,111,PROVENCE-ALPES-CÔTE D'AZUR,93,,7,5,2,2,,,,03,1,1,2,2,33,"02 CDI, Fonctionnaire",SOC,00,431F,08,71.156336424,92,93,1579,1,0,0,2
E0026469,21,211,RHÔNE-ALPES,82,,5,5,2,2,,,,03,1,1,2,2,33,04 Emploi à durée déterminée,SOC,00,431F,08,83.185459706,92,93,1468,1,0,0,2
E0026643,22,111,PROVENCE-ALPES-CÔTE D'AZUR,93,,3,3,2,2,,,,02,2,1,2,2,9,"02 CDI, Fonctionnaire",SOC,00,526C,05,60.751245547,92,93,1814,1,0,7,2
E0026863,21,111,PAYS DE LA LOIRE,52,,4,2,2,2,,,,02,1,1,2,2,33,"02 CDI, Fonctionnaire",SOC,00,431F,08,83.247081849,91,52,1740,1,0,9,2
E0027015,21,120,PAYS DE LA LOIRE,52,,2,2,2,2,,,,02,2,1,2,2,9,04 Emploi à durée déterminée,SOC,00,526A,04T,73.095994377,92,52,1500,1,0,3,2
E0027031,21,111,LIMOUSIN,74,,6,3,2,2,,,,03,2,1,2,2,33,"02 CDI, Fonctionnaire",SOC,00,431F,08,27.735789391,08,74,1842,1,0,0,2
E0027041,23,221,LIMOUSIN,74,,4,4,1,2,,,,03,2,1,2,2,33,"02 CDI, Fonctionnaire",SOC,00,431F,08,27.372063098,92,74,1863,1,0,3,2
E0027050,20,111,LIMOUSIN,74,,2,2,2,2,,,,02,1,1,2,2,33,"02 CDI, Fonctionnaire",SOC,00,431F,08,24.846686947,92,74,1733,1,0,0,2
E0027072,24,111,AQUITAINE,72,,7,7,2,2,,,,03,2,1,2,2,33,"02 CDI, Fonctionnaire",SOC,00,431F,08,19.541911435,92,74,1579,1,0,0,2
E0027096,21,112,MIDI-PYRÉNÉES,73,,7,2,2,2,,,,02,1,1,2,2,33,"02 CDI, Fonctionnaire",SOC,00,431F,08,21.182503304,02,74,1950,1,0,3,2
E0027125,22,112,LIMOUSIN,74,,2,3,1,2,,,,02,2,1,2,2,33,"02 CDI, Fonctionnaire",SOC,00,431F,08,24.625508057,91,74,1567,1,0,5,2
E0027137,23,211,LIMOUSIN,74,,4,1,1,2,,,,02,2,1,2,2,33,"02 CDI, Fonctionnaire",SOC,00,431F,08,19.831998093,08,74,1788,1,0,0,2
E0027166,21,112,LIMOUSIN,74,,2,3,2,2,,,,02,1,1,2,2,9,"02 CDI, Fonctionnaire",SOC,00,526A,04T,32.288329757,91,74,1370.828125,1,2,2,2
E0027227,25,111,LIMOUSIN,74,,2,5,1,2,,,,02,2,1,2,2,33,"02 CDI, Fonctionnaire",SOC,00,431E,08,22.897890629,92,74,1783.328125,1,0,53,2
E0027228,24,112,LIMOUSIN,74,,4,1,2,2,,,,02,1,1,2,2,33,"02 CDI, Fonctionnaire",SOC,00,431E,08,20.926158741,91,74,1593,1,0,52,2
E0027229,24,112,LIMOUSIN,74,,1,2,1,2,,,,02,2,1,2,2,33,"02 CDI, Fonctionnaire",SOC,00,431E,08,21.283176295,71,74,2053,1,0,0,2
E0027233,25,111,LIMOUSIN,74,,3,2,2,2,,,,02,2,1,2,2,33,"02 CDI, Fonctionnaire",SOC,00,431E,08,18.47855374,71,74,2167,1,0,1,2
E0027235,24,111,MIDI-PYRÉNÉES,73,,5,6,2,2,,,,02,2,1,2,2,33,04 Emploi à durée déterminée,SOC,00,431E,08,18.157938245,71,74,1880,1,0,,2
E0027237,24,111,PROVENCE-ALPES-CÔTE D'AZUR,93,,2,5,2,2,,,,02,2,1,2,2,33,"02 CDI, Fonctionnaire",SOC,00,431E,08,21.827160299,03,74,1850,1,0,40,2
E0027309,30,211,LORRAINE,41,,5,3,1,2,,,,02,2,1,2,1,33,"02 CDI, Fonctionnaire",SOC,00,431F,08,58.318384201,08,41,1750,1,0,0,2
E0027313,21,211,FRANCHE-COMTÉ,43,,7,7,1,2,,,,02,1,1,2,2,33,"02 CDI, Fonctionnaire",SOC,00,431F,08,76.403634473,91,41,1593,1,0,11,2
E0027335,21,111,LORRAINE,41,,1,4,2,2,,,,03,2,1,2,2,33,"02 CDI, Fonctionnaire",SOC,00,431F,08,70.943954752,92,41,1558,1,0,0,2
E0027344,23,111,HAUTE-NORMANDIE,23,,3,2,1,2,2,,,02,2,1,2,2,33,"02 CDI, Fonctionnaire",SOC,00,431F,08,49.184138845,92,41,1753.3125,1,0,0,2
E0027371,21,111,FRANCHE-COMTÉ,43,,7,4,2,2,,,,03,2,1,2,2,33,"02 CDI, Fonctionnaire",SOC,00,431F,08,57.364179941,92,41,1783.328125,1,2,2,2
E0027437,24,112,BOURGOGNE,26,,6,4,2,2,,,,02,2,1,1,2,33,"02 CDI, Fonctionnaire",SOC,00,431F,08,32.218299152,91,26,1788,1,0,0,2
E0027546,23,111,ÎLE-DE-FRANCE,11,,1,5,2,2,,,,03,1,1,2,2,33,"02 CDI, Fonctionnaire",SOC,00,431F,08,42.63701423,91,26,1842,1,0,3,1
E0027664,33,120,ALSACE,42,,5,3,1,2,,,,02,2,1,2,2,33,"02 CDI, Fonctionnaire",SOC,00,431F,08,29.50869159,08,43,1733.328125,1,0,0,2
E0027685,34,111,ALSACE,42,,,7,1,2,3,3,2,02,2,1,2,1,9,"02 CDI, Fonctionnaire",SOC,00,526A,02T,37.746525645,92,43,1460,1,0,25,2
E0027748,27,111,CENTRE,24,,5,5,2,2,,,,03,2,1,2,1,33,"02 CDI, Fonctionnaire",SOC,00,431F,08,89.372153815,08,11,1838.328125,1,0,2,2
E0027791,23,111,ÎLE-DE-FRANCE,11,,3,3,2,2,,,,03,1,1,1,2,33,"02 CDI, Fonctionnaire",SOC,00,433A,08,43.47111481,05,11,2701.65625,1,0,0,2
E0027800,24,111,ÎLE-DE-FRANCE,11,,7,3,1,2,,,,02,1,2,1,2,33,"02 CDI, Fonctionnaire",SOC,00,433A,08,64.264074042,02,11,1788,1,0,18,1
E0027809,22,111,ÎLE-DE-FRANCE,11,,1,1,2,2,,,,03,1,1,1,2,33,"02 CDI, Fonctionnaire",SOC,00,433A,08,47.641220514,08,11,2058,1,0,0,2
