IDENT,AGE10,CA0ACATAEU_15,CA0AREGIONF_15,CA0AREG_15,CA1,CA11,CA12,CA20_15,CA23A,CA7,CA8,CA8B3,HABDE_15,OS1,PER1,Q1,Q31,STRADEF,CONTRAT_15,DEST,LIEUNAIS,PCS_15,PHD,PONDEF,POSPRO_15,REGETAB,SALPRS_15,SITDE_15,TAPE,TAPI,ZUS
A0045946,23,**,**,**,,1,1,2,1,3,3,1,03,1,1,1,2,49,"02 CDI, Fonctionnaire",CER,00,383A,16,46.078665467,71,82,1876,1,3,3,2
A0045949,22,111,RHÔNE-ALPES,82,2,4,4,2,2,,,,03,2,1,1,2,49,01 Non salarié,CER,00,312E,16,30.431764959,,82,,1,0,0,2
A0045959,22,111,RHÔNE-ALPES,82,,4,4,2,2,,,,02,1,1,2,2,49,"02 CDI, Fonctionnaire",CER,00,388A,16,41.738316419,71,82,2916.625,1,0,0,2
A0046314,23,111,CENTRE,24,,6,6,2,2,,,,03,2,1,2,2,49,"02 CDI, Fonctionnaire",CER,00,374D,16,42.427824775,71,52,2100,1,3,3,2
A0046336,26,111,ÎLE-DE-FRANCE,11,,5,5,2,2,3,3,2,02,2,2,1,2,49,"02 CDI, Fonctionnaire",CER,09,388A,16,35.685787497,71,52,3250,1,4,4,2
A0046374,23,112,PAYS DE LA LOIRE,52,,2,1,2,1,,,,02,1,1,1,2,49,01 Non salarié,CER,00,383B,16,43.109938019,,52,,1,0,,2
A0046432,28,111,ÎLE-DE-FRANCE,11,,6,4,2,2,3,3,2,02,2,1,1,2,49,"02 CDI, Fonctionnaire",CER,10,387D,18M,29.325983057,71,52,2950,1,3,3,2
A0046521,22,111,MIDI-PYRÉNÉES,73,,,,2,2,,,,03,1,1,2,2,49,"02 CDI, Fonctionnaire",CER,00,387D,16,47.954224005,71,52,2268,1,1,1,2
A0046686,25,111,PROVENCE-ALPES-CÔTE D'AZUR,93,,2,6,2,2,,,,03,1,1,1,2,49,"02 CDI, Fonctionnaire",CER,00,388A,05,109.57926701,71,53,2050,1,6,6,2
A0046741,23,111,ÎLE-DE-FRANCE,11,,4,5,2,2,,,,03,2,1,1,2,49,"02 CDI, Fonctionnaire",CER,00,387D,16,49.146184236,71,53,3208,1,0,0,2
A0046828,23,111,RHÔNE-ALPES,82,,5,4,2,2,,,,02,2,1,1,2,49,"02 CDI, Fonctionnaire",CER,00,483A,16,63.26296323,91,41,5308,1,4,4,2
A0046840,24,111,LORRAINE,41,,6,6,1,2,1,1,1,02,2,1,1,2,49,"02 CDI, Fonctionnaire",CER,00,389A,16,54.346820708,71,41,3500,1,0,34,2
A0046905,23,111,ÎLE-DE-FRANCE,11,,5,3,2,2,,,,03,2,1,1,2,49,"02 CDI, Fonctionnaire",CER,00,389A,16,45.406261401,71,41,2600,1,8,8,2
A0047057,23,300,PAYS DE LA LOIRE,52,,5,5,1,2,,,,02,2,1,1,2,49,"02 CDI, Fonctionnaire",CER,00,479B,16,67.841008794,92,52,2329,1,0,0,2
A0047087,25,111,PAYS DE LA LOIRE,52,,6,5,2,2,,,,03,2,1,1,2,49,"02 CDI, Fonctionnaire",CER,00,374D,16,66.939164077,71,52,2458,1,2,7,2
A0047220,26,**,**,**,,5,5,2,2,,,,02,2,1,2,2,49,"02 CDI, Fonctionnaire",DGA,00,386D,16,86.709867491,71,11,2756,1,1,50,2
A0047303,23,111,ALSACE,42,,1,2,2,2,,1,,03,2,1,1,2,49,"02 CDI, Fonctionnaire",DGA,00,372A,16,67.7176332,71,42,1741.3320313,1,0,9,2
A0047327,24,111,CENTRE,24,,5,3,2,2,,,,03,1,1,1,2,49,"02 CDI, Fonctionnaire",DGA,00,387D,16,64.631609138,71,42,2116.6640625,1,0,0,1
A0047379,25,111,MIDI-PYRÉNÉES,73,,2,5,2,2,,,,02,1,1,1,2,49,"02 CDI, Fonctionnaire",DGA,00,374D,14M,39.816589416,73,42,2458.328125,1,0,4,2
A0047429,24,111,ÎLE-DE-FRANCE,11,,6,6,2,2,,,,03,2,1,1,2,49,"02 CDI, Fonctionnaire",CER,00,387D,16,40.548193517,71,41,2648,1,0,2,2
A0047491,23,111,LANGUEDOC-ROUSSILLON,91,,5,6,2,2,,,,03,2,1,2,3,49,"02 CDI, Fonctionnaire",CER,03,388A,16,50.138588354,71,41,2016.65625,1,0,12,2
A0047493,22,120,PROVENCE-ALPES-CÔTE D'AZUR,93,,6,5,2,2,,,,02,2,1,2,2,49,"02 CDI, Fonctionnaire",CER,00,374D,16,53.390710313,71,41,1896,1,1,5,2
A0047517,24,111,RHÔNE-ALPES,82,,3,4,1,2,,,,02,2,1,2,2,49,,CER,00,,16,51.714194991,,73,,2,0,4,2
A0047542,23,111,MIDI-PYRÉNÉES,73,,4,4,2,2,,,,01,2,1,2,2,49,"02 CDI, Fonctionnaire",CER,00,374C,16,40.149123737,72,73,1700,1,4,33,2
A0047558,25,111,PROVENCE-ALPES-CÔTE D'AZUR,93,,3,3,2,2,,,,03,2,1,2,2,49,"02 CDI, Fonctionnaire",CER,00,376B,16,54.707568224,72,73,1625,1,4,10,2
A0047568,23,111,MIDI-PYRÉNÉES,73,,7,5,2,2,,,,03,1,1,2,2,49,"02 CDI, Fonctionnaire",CER,00,387F,16,63.741079735,71,73,3146.625,1,0,23,2
A0047614,23,111,PAYS DE LA LOIRE,52,,,5,1,2,,,,02,1,1,1,2,49,"02 CDI, Fonctionnaire",CER,00,477D,16,39.887045311,05,73,1479,1,3,32,2
A0047624,23,111,BOURGOGNE,26,,2,5,2,2,,,,03,2,1,2,2,49,"02 CDI, Fonctionnaire",CER,00,475A,16,45.586966982,03,73,1699,1,13,46,2
A0047631,23,111,HAUTE-NORMANDIE,23,,,,1,1,,,,02,1,1,2,2,49,"02 CDI, Fonctionnaire",CER,00,387F,16,46.757306099,71,73,2224.65625,1,3,3,2
A0047659,25,111,AQUITAINE,72,,1,4,2,2,,,,03,2,1,1,2,49,"02 CDI, Fonctionnaire",CER,00,471A,16,40.646865643,02,73,1369,1,5,47,2
A0047703,25,111,AQUITAINE,72,,,4,2,2,,,,03,1,1,1,2,49,"02 CDI, Fonctionnaire",CER,00,387D,16,19.880301656,71,21,2400,1,5,5,2
A0047785,23,111,PAYS DE LA LOIRE,52,,6,5,2,1,,,,03,2,1,1,2,49,"02 CDI, Fonctionnaire",CER,00,387D,16,35.702015768,71,11,3033,1,1,22,2
A0047796,24,111,CHAMPAGNE-ARDENNE,21,,6,4,2,2,,,,03,2,1,1,2,49,"02 CDI, Fonctionnaire",CER,00,384B,16,35.3117878,71,11,2447,1,1,1,2
A0047837,26,111,ÎLE-DE-FRANCE,11,,4,2,2,2,3,3,1,01,2,1,1,2,49,"02 CDI, Fonctionnaire",CER,08,384A,14M,42.060384448,92,11,1944,1,9,33,2
A0047843,27,111,ALSACE,42,,5,1,2,2,,,,03,2,1,1,2,49,"02 CDI, Fonctionnaire",CER,00,385A,16,83.991826925,71,11,2421,1,9,9,2
A0047867,26,111,ÎLE-DE-FRANCE,11,,6,6,2,2,,,,03,2,1,1,2,49,"02 CDI, Fonctionnaire",CER,00,389B,16,62.984334317,71,11,5504,1,0,0,2
A0047888,25,111,ÎLE-DE-FRANCE,11,,6,5,2,2,,,,03,2,1,1,2,49,"02 CDI, Fonctionnaire",CER,00,387D,16,35.824846508,71,11,2300.3125,1,7,7,2
A0047890,19,111,CENTRE,24,,5,5,2,2,,,,03,2,1,1,2,49,"02 CDI, Fonctionnaire",CER,00,341A,16,42.327874806,08,11,3000,1,0,0,2
A0047984,24,111,ÎLE-DE-FRANCE,11,,7,4,2,2,,1,,01,2,1,1,2,49,"02 CDI, Fonctionnaire",CER,00,387D,14M,30.576953926,71,11,3291.25,1,3,3,2
A0047996,24,111,PROVENCE-ALPES-CÔTE D'AZUR,93,,3,1,2,2,,,,03,1,1,1,2,49,"02 CDI, Fonctionnaire",CER,00,387D,16,41.292676664,73,11,2708,1,5,5,2
A0048014,24,111,ÎLE-DE-FRANCE,11,,2,4,2,2,,,,02,2,1,1,2,49,"02 CDI, Fonctionnaire",CER,00,386A,16,35.108817628,71,11,4300.25,1,0,0,2
A0048051,26,111,ÎLE-DE-FRANCE,11,,2,2,1,2,,,,02,1,1,1,2,49,"02 CDI, Fonctionnaire",CER,00,382A,14M,37.975125427,71,11,2783.328125,1,6,6,2
A0048065,25,111,ÎLE-DE-FRANCE,11,,6,5,1,2,1,1,1,03,2,1,1,2,49,"02 CDI, Fonctionnaire",CER,00,461D,16,29.589416892,71,11,2436,1,0,0,2
A0048096,24,111,NORD-PAS-DE-CALAIS,31,,3,4,2,2,,,,03,1,1,1,2,49,"02 CDI, Fonctionnaire",CER,00,387E,16,48.98035993,71,11,3198,1,0,0,2
A0048434,27,111,RHÔNE-ALPES,82,,5,1,1,2,3,3,1,02,2,1,1,2,49,"02 CDI, Fonctionnaire",CER,08,383A,18M,43.921930528,71,11,3199.65625,1,0,3,2
A0048564,23,111,ÎLE-DE-FRANCE,11,,1,3,1,2,,,,02,2,1,1,2,49,01 Non salarié,CER,00,333E,16,30.615518114,,11,,1,0,,2
A0048647,23,111,FRANCHE-COMTÉ,43,,1,1,2,2,,,,02,1,1,1,2,49,"02 CDI, Fonctionnaire",CER,00,387B,16,31.810652681,71,11,3067,1,1,17,2
A0048705,23,111,ÎLE-DE-FRANCE,11,,6,7,2,2,,,,02,2,1,1,2,49,"02 CDI, Fonctionnaire",CER,00,387D,16,31.343364378,71,11,2708,1,0,0,2
A0048772,24,111,RHÔNE-ALPES,82,,6,6,2,2,,1,,03,2,1,1,2,49,"02 CDI, Fonctionnaire",CER,00,384A,16,50.611749832,71,11,2887.5,1,6,6,2
A0048859,23,111,ÎLE-DE-FRANCE,11,,4,4,2,2,,,,02,2,1,1,2,49,"02 CDI, Fonctionnaire",CER,00,386A,16,27.968133904,73,11,2600,1,0,0,2
A0048872,24,112,CORSE,94,,4,4,2,2,,,,02,2,1,1,2,49,"02 CDI, Fonctionnaire",CER,00,384B,16,40.19681241,73,11,1694,1,0,5,2
A0048934,27,111,ÎLE-DE-FRANCE,11,,5,2,2,2,3,3,2,02,2,2,2,3,49,"02 CDI, Fonctionnaire",CER,09,382A,16,27.500113975,71,11,2250.328125,1,0,4,2
A0049056,24,120,ALSACE,42,,2,2,2,2,,,,02,2,1,1,2,49,"02 CDI, Fonctionnaire",CER,00,387D,16,37.518173625,71,11,2344,1,1,9,2
A0049120,24,111,ÎLE-DE-FRANCE,11,,2,4,2,2,,,,02,1,1,1,2,49,01 Non salarié,CER,00,465A,13M,40.23488665,,11,,1,3,,2
A0049222,28,111,RHÔNE-ALPES,82,,5,4,1,2,,,,02,2,1,1,2,49,"02 CDI, Fonctionnaire",CER,00,387F,14M,49.989771131,71,11,3800,1,0,0,2
A0049299,26,111,ÎLE-DE-FRANCE,11,,3,4,1,2,3,3,2,02,2,1,2,2,49,,CER,07,,14M,78.845486168,,11,,3,0,,2
A0049304,25,111,ÎLE-DE-FRANCE,11,,1,1,1,2,,,,02,1,1,1,2,49,"02 CDI, Fonctionnaire",CER,00,387D,14M,29.590690485,73,11,2419,1,3,3,2
A0049435,23,111,POITOU-CHARENTES,54,,2,3,2,2,,,,03,1,1,1,2,49,"02 CDI, Fonctionnaire",CER,00,384B,16,14.663488872,71,74,2600,1,2,22,2
A0049479,25,111,LIMOUSIN,74,,2,2,2,2,,,,02,1,1,1,2,49,"02 CDI, Fonctionnaire",CER,00,387D,16,20.602338098,71,74,2466.625,1,0,30,2
A0049513,23,111,PROVENCE-ALPES-CÔTE D'AZUR,93,,2,1,2,2,,2,,02,1,1,1,2,49,"02 CDI, Fonctionnaire",CER,00,388A,16,20.09637469,71,74,2817,1,0,7,2
A0049514,23,111,ÎLE-DE-FRANCE,11,,3,6,2,2,,,,01,1,1,1,2,49,"02 CDI, Fonctionnaire",CER,00,388A,16,18.275109416,71,74,1370,1,2,54,2
A0049598,23,111,ÎLE-DE-FRANCE,11,,3,2,2,2,,,,03,1,1,2,2,49,"02 CDI, Fonctionnaire",CER,00,387E,16,42.367550104,71,31,2404,1,2,2,2
A0049622,23,111,ÎLE-DE-FRANCE,11,,,,2,2,,,,02,2,1,2,2,49,04 Emploi à durée déterminée,CER,00,387D,16,40.609594434,71,31,1875,1,6,18,2
A0049638,25,120,PICARDIE,22,,1,3,2,2,,,,03,2,1,1,2,49,"02 CDI, Fonctionnaire",CER,00,387D,16,38.815800191,71,31,1495,1,6,23,2
A0049667,23,120,PROVENCE-ALPES-CÔTE D'AZUR,93,,6,6,2,2,,,,02,2,1,1,2,49,01 Non salarié,CER,00,312E,16,17.046276559,,91,,1,10,,2
A0049678,24,300,RHÔNE-ALPES,82,,7,7,2,2,,,,03,1,1,1,2,49,"02 CDI, Fonctionnaire",CER,00,384B,16,19.420248503,71,91,3883.328125,1,3,3,2
A0049731,23,111,RHÔNE-ALPES,82,,,6,2,2,,,,02,2,1,2,2,49,,CER,00,,16,19.829192317,,91,,5,2,,2
A0049748,23,111,AUVERGNE,83,,4,3,2,2,,,,02,2,1,2,2,49,"02 CDI, Fonctionnaire",CER,00,487A,16,38.108910627,71,91,3483.625,1,0,24,2
A0049790,25,111,ALSACE,42,,5,1,1,2,,,,02,2,1,1,2,49,"02 CDI, Fonctionnaire",CER,00,342E,16,31.683459024,71,42,7825,1,0,0,2
A0049861,23,111,RHÔNE-ALPES,82,,,6,2,2,,,,02,2,1,2,2,49,05 Intérim,CER,00,387D,16,51.640404801,71,11,2134,1,0,14,2
A0050228,25,111,ÎLE-DE-FRANCE,11,,1,4,2,2,1,1,1,03,2,1,1,2,49,"02 CDI, Fonctionnaire",CER,03,388A,16,29.443657184,71,72,3800.3125,1,0,0,2
A0050297,24,111,LORRAINE,41,,6,5,2,2,1,,,02,2,1,1,2,49,"02 CDI, Fonctionnaire",CER,00,387D,16,46.464844156,71,41,2167,1,2,2,2
A0050313,23,111,HAUTE-NORMANDIE,23,2,,4,2,2,,1,,03,2,1,1,2,49,04 Emploi à durée déterminée,CER,00,479B,16,56.835389017,05,41,1370,1,0,0,2
A0050365,23,111,LORRAINE,41,,,6,2,2,,,,03,2,1,2,2,49,"02 CDI, Fonctionnaire",CER,00,382A,16,70.232810991,71,41,2439.6640625,1,0,0,2
A0050373,25,111,RHÔNE-ALPES,82,,5,5,2,1,,,,03,2,2,1,2,49,"02 CDI, Fonctionnaire",CER,00,388A,16,45.121426852,71,41,2350,1,4,4,2
A0050394,24,111,HAUTE-NORMANDIE,23,,1,2,2,2,,,,03,1,1,1,2,49,"02 CDI, Fonctionnaire",CER,00,382D,16,44.484360153,73,41,2440,1,0,0,2
A0050397,23,111,LORRAINE,41,,4,6,2,2,,,,02,2,1,1,2,49,"02 CDI, Fonctionnaire",CER,00,332B,16,42.40136435,71,41,2026,1,5,5,2
A0050558,26,111,MIDI-PYRÉNÉES,73,,6,6,1,2,,,,02,2,1,1,2,49,"02 CDI, Fonctionnaire",CER,00,384A,14M,45.11929564,71,73,3208.625,1,0,0,2
A0050606,23,111,LANGUEDOC-ROUSSILLON,91,,4,5,2,2,,,,02,2,1,1,2,49,"02 CDI, Fonctionnaire",CER,00,478A,16,44.936747187,05,73,1840,1,0,0,2
A0050618,22,111,MIDI-PYRÉNÉES,73,,4,5,2,2,4,,,02,2,1,1,2,49,"02 CDI, Fonctionnaire",CER,00,388A,16,33.807407802,71,73,2600,1,2,23,2
A0050705,23,111,PROVENCE-ALPES-CÔTE D'AZUR,93,,4,6,2,2,,,,03,2,2,1,2,49,"02 CDI, Fonctionnaire",CER,00,388C,16,35.018202153,71,73,3116.625,1,9,9,2
A0050771,23,111,ÎLE-DE-FRANCE,11,,3,3,2,2,,4,,02,2,1,2,2,49,"02 CDI, Fonctionnaire",CER,00,385A,16,67.564140347,71,73,2318,1,0,0,2
A0050833,26,111,ÎLE-DE-FRANCE,11,,2,2,2,2,,,,02,1,1,1,2,49,"02 CDI, Fonctionnaire",CER,00,387D,16,33.653107421,71,73,2483.328125,1,0,0,2
A0050920,28,120,MIDI-PYRÉNÉES,73,,6,5,1,2,,,,02,2,1,1,2,49,"02 CDI, Fonctionnaire",CER,00,342A,18M,34.565828279,08,73,2283.328125,1,0,23,2
A0050921,23,211,CENTRE,24,,5,5,2,2,,,,03,1,1,1,2,49,"02 CDI, Fonctionnaire",CER,00,385A,16,34.126141501,71,73,3068,1,6,23,2
A0051035,23,111,MIDI-PYRÉNÉES,73,,3,3,1,2,,,,02,1,1,2,2,49,"02 CDI, Fonctionnaire",CER,00,388A,16,42.923768013,71,73,2004,1,0,0,2
A0051047,23,111,MIDI-PYRÉNÉES,73,,6,4,2,2,,,,03,2,1,1,2,49,"02 CDI, Fonctionnaire",CER,00,384B,16,40.376279549,71,73,2377,1,5,5,2
A0051265,23,111,ÎLE-DE-FRANCE,11,,6,6,2,2,,,,03,2,1,1,2,49,"02 CDI, Fonctionnaire",CER,00,388A,16,44.269735997,71,73,2700,1,2,2,2
A0051305,23,111,ÎLE-DE-FRANCE,11,,4,4,2,2,,,,03,2,1,1,2,49,"02 CDI, Fonctionnaire",CER,00,478A,16,43.317212045,71,73,2220,1,0,19,2
A0051330,25,111,MIDI-PYRÉNÉES,73,,6,3,2,2,,,,02,2,1,2,2,49,"02 CDI, Fonctionnaire",CER,00,463E,16,41.561352267,92,73,1916.65625,1,0,0,2
A0051333,25,111,CENTRE,24,,3,4,2,2,,,,02,2,1,1,2,49,01 Non salarié,CER,00,211J,06I,53.011779221,,73,,1,0,,2
A0051334,23,111,MIDI-PYRÉNÉES,73,,6,6,2,2,,,,02,2,1,2,2,49,04 Emploi à durée déterminée,CER,00,381B,16,61.792054986,71,73,1040,1,0,0,2
A0051341,24,120,PICARDIE,22,,1,2,2,2,,,,03,2,1,1,2,49,"02 CDI, Fonctionnaire",CER,00,385B,16,34.299621366,71,73,2825.3125,1,4,4,2
A0051347,23,111,BASSE-NORMANDIE,25,,3,3,2,2,,,,03,2,1,1,2,49,"02 CDI, Fonctionnaire",CER,00,383A,16,44.274763086,71,73,2891.625,1,0,0,2
A0051521,23,111,ÎLE-DE-FRANCE,11,,7,7,2,2,,,,03,2,1,1,2,49,"02 CDI, Fonctionnaire",CER,00,388A,16,35.034439461,71,25,2490,1,0,0,2
A0051526,23,111,RHÔNE-ALPES,82,,6,5,2,2,2,,,03,2,1,1,2,49,01 Non salarié,CER,00,634D,16,42.251608181,,25,,1,3,7,2
A0051533,24,111,ÎLE-DE-FRANCE,11,,6,5,2,2,,,,03,1,1,1,2,49,"02 CDI, Fonctionnaire",CER,00,376B,16,27.162612401,71,25,3300,1,0,0,2
A0051536,23,111,HAUTE-NORMANDIE,23,,5,5,1,2,,,,02,1,1,1,2,49,"02 CDI, Fonctionnaire",CER,00,388A,16,17.023590745,71,25,2246,1,0,0,2
A0051539,24,111,ÎLE-DE-FRANCE,11,,,3,2,2,,,,03,1,1,1,2,49,"02 CDI, Fonctionnaire",CER,00,387D,16,29.017620316,71,25,2200,1,5,39,2
A0051564,24,111,ÎLE-DE-FRANCE,11,2,6,5,2,2,1,1,1,01,2,1,1,2,49,"02 CDI, Fonctionnaire",CER,00,388A,16,34.234898767,71,25,2708,1,0,0,2
A0051570,23,111,RHÔNE-ALPES,82,,4,4,2,2,,,,02,2,1,1,2,49,"02 CDI, Fonctionnaire",CER,00,373B,16,14.521922996,71,25,3208,1,0,0,2
A0051577,23,111,ÎLE-DE-FRANCE,11,,6,5,2,2,3,3,1,02,1,1,1,2,49,"02 CDI, Fonctionnaire",CER,08,388A,16,22.303466764,71,25,2400,1,0,0,2
A0051647,23,111,CENTRE,24,,7,3,2,2,,,,03,1,1,1,2,49,01 Non salarié,CER,00,312E,16,45.837272943,,25,,1,2,,2
A0051694,23,111,ÎLE-DE-FRANCE,11,,2,3,2,2,,,,02,2,1,2,2,49,01 Non salarié,CER,00,479B,16,29.601085547,,52,,1,5,,2
A0051699,26,111,ÎLE-DE-FRANCE,11,,3,3,2,2,,,,03,1,1,1,2,49,"02 CDI, Fonctionnaire",CER,00,387D,16,23.601805665,71,52,2489,1,0,0,2
A0051701,27,111,PROVENCE-ALPES-CÔTE D'AZUR,93,,3,6,2,2,,,,02,1,1,1,2,49,"02 CDI, Fonctionnaire",CER,00,388A,16,22.63486351,71,52,2654.15625,1,5,5,2
A0051716,25,111,POITOU-CHARENTES,54,,6,4,1,2,,,,02,2,1,1,2,49,"02 CDI, Fonctionnaire",CER,00,385B,16,28.187192429,71,43,2708,1,2,2,2
A0051739,25,111,FRANCHE-COMTÉ,43,,7,4,1,2,,,,02,1,1,1,2,49,"02 CDI, Fonctionnaire",CER,00,384A,16,33.191073729,71,43,2100,1,0,4,2
A0051767,24,111,PROVENCE-ALPES-CÔTE D'AZUR,93,,1,3,2,2,,,,03,1,1,1,2,49,04 Emploi à durée déterminée,CER,00,385A,16,27.14499341,71,43,2200,1,2,,2
A0051875,25,111,MIDI-PYRÉNÉES,73,,1,4,2,2,,,,03,1,1,1,2,49,"02 CDI, Fonctionnaire",CER,00,374C,16,33.271869638,71,43,2343,1,0,0,2
A0051897,23,400,FRANCHE-COMTÉ,43,,3,1,1,2,3,3,2,02,1,1,1,2,49,"02 CDI, Fonctionnaire",CER,00,383A,16,29.627751448,71,43,5550.3125,1,0,8,2
A0052023,25,111,ÎLE-DE-FRANCE,11,,7,7,2,2,,5,,03,1,1,1,2,49,"02 CDI, Fonctionnaire",CER,00,388A,16,35.444853779,71,53,2442,1,0,0,2
A0052201,23,120,ALSACE,42,,2,2,2,2,,,,03,1,1,1,2,49,04 Emploi à durée déterminée,CER,00,472C,16,56.277716268,05,41,1600,1,0,20,2
A0052283,23,111,NORD-PAS-DE-CALAIS,31,,,,2,2,3,3,1,02,1,1,1,3,49,"02 CDI, Fonctionnaire",CER,08,388C,16,35.104135039,71,52,2347,1,0,0,2
A0052308,24,111,AQUITAINE,72,,3,7,2,1,,1,,03,2,1,1,2,49,"02 CDI, Fonctionnaire",CER,00,388A,06I,55.692494594,71,52,1400,1,0,9,2
A0052316,23,211,PAYS DE LA LOIRE,52,,2,1,2,2,,,,03,1,1,1,2,49,"02 CDI, Fonctionnaire",CER,00,388A,16,41.06953491,71,52,2343,1,0,0,2
A0052366,23,111,ÎLE-DE-FRANCE,11,,6,6,2,2,3,3,1,03,2,2,1,2,49,"02 CDI, Fonctionnaire",CER,04,388A,16,37.116900696,71,52,2753.828125,1,1,1,2
A0052493,23,111,RHÔNE-ALPES,82,,3,3,2,2,,2,,02,1,1,2,2,49,"02 CDI, Fonctionnaire",CER,00,383B,16,38.30808816,71,82,3250,1,0,2,2
A0052662,23,111,PROVENCE-ALPES-CÔTE D'AZUR,93,,1,1,1,2,,,,02,2,1,1,2,49,"02 CDI, Fonctionnaire",CER,00,382C,16,68.279834572,71,52,3250,1,1,1,2
A0052668,24,300,BRETAGNE,53,,1,1,2,2,,,,02,1,2,2,2,49,,CER,00,,16,78.423901261,,52,,2,1,13,2
A0052681,25,111,NORD-PAS-DE-CALAIS,31,,1,1,1,1,,,,02,1,1,1,2,49,"02 CDI, Fonctionnaire",CER,00,383A,16,41.70443447,71,52,,1,6,29,2
A0052812,23,111,MIDI-PYRÉNÉES,73,,1,3,1,2,,,,02,2,1,1,2,49,"02 CDI, Fonctionnaire",CER,00,372A,16,67.178603091,71,72,2550,1,0,0,2
A0052822,24,111,RHÔNE-ALPES,82,,5,5,2,2,,,,02,2,1,2,2,49,"02 CDI, Fonctionnaire",CER,00,386A,16,61.819233641,71,72,2486,1,0,4,2
A0052888,23,111,NORD-PAS-DE-CALAIS,31,,,4,2,2,,,,03,1,1,1,2,49,"02 CDI, Fonctionnaire",CER,00,388B,16,54.152924062,71,11,2516.6640625,1,0,0,2
A0052896,23,111,ÎLE-DE-FRANCE,11,,,3,1,2,,,,02,1,1,1,2,49,"02 CDI, Fonctionnaire",CER,00,388C,16,58.725966278,71,11,2925,1,0,0,2
A0052943,23,111,ÎLE-DE-FRANCE,11,,3,7,2,2,,3,,01,2,1,1,2,49,"02 CDI, Fonctionnaire",CER,00,388B,16,29.497340984,71,11,6266.625,1,1,1,2
A0053059,25,111,ÎLE-DE-FRANCE,11,,3,3,2,2,3,3,2,03,2,2,1,2,49,01 Non salarié,CER,06,312E,16,41.336464058,,11,,1,0,0,2
A0053123,25,111,ÎLE-DE-FRANCE,11,2,5,4,2,2,,,,03,2,1,1,2,49,"02 CDI, Fonctionnaire",CER,00,387D,16,31.146262949,04,31,3250,1,0,3,2
A0053142,25,111,PROVENCE-ALPES-CÔTE D'AZUR,93,,6,3,2,2,,,,02,2,1,1,2,49,"02 CDI, Fonctionnaire",CER,00,373B,16,62.147804562,04,31,3033,1,0,0,2
A0053176,24,111,NORD-PAS-DE-CALAIS,31,,6,5,2,2,,,,03,2,1,1,2,49,"02 CDI, Fonctionnaire",CER,00,374D,16,63.353379685,73,31,2167,1,0,0,2
A0053190,24,111,CHAMPAGNE-ARDENNE,21,,4,7,2,2,,,,02,2,1,1,2,49,"02 CDI, Fonctionnaire",CER,00,382C,16,51.782513409,71,31,2221,1,0,0,2
A0053207,23,111,PICARDIE,22,,6,7,2,2,,,,02,2,1,1,2,49,"02 CDI, Fonctionnaire",CER,00,384B,16,47.229672763,71,31,3091.65625,1,0,5,2
A0053257,23,111,NORD-PAS-DE-CALAIS,31,,6,5,1,2,,,,02,2,1,1,2,49,"02 CDI, Fonctionnaire",CER,00,382A,16,31.495400173,71,31,2742,1,0,0,2
A0053363,24,111,PROVENCE-ALPES-CÔTE D'AZUR,93,,7,7,2,2,,,,03,2,1,1,2,49,"02 CDI, Fonctionnaire",CER,00,374D,11L,56.571307858,73,11,1484,1,0,0,2
A0053397,24,111,POITOU-CHARENTES,54,,6,6,2,2,,,,02,2,1,2,2,49,"02 CDI, Fonctionnaire",CER,00,333E,16,68.963734941,08,11,3300,1,0,0,2
A0053424,23,111,ÎLE-DE-FRANCE,11,,3,1,2,2,,,,02,2,1,1,2,49,"02 CDI, Fonctionnaire",CER,00,388A,16,39.029950265,72,11,2311,1,0,0,2
A0053498,24,111,ÎLE-DE-FRANCE,11,,6,6,2,2,4,,,03,2,2,2,3,49,"02 CDI, Fonctionnaire",CER,00,387D,16,80.714825222,71,11,4243.25,1,0,2,2
A0053506,24,111,LANGUEDOC-ROUSSILLON,91,,6,5,2,2,1,3,2,02,2,1,2,2,49,,CER,00,,16,49.746341599,,11,,5,0,,2
A0053549,24,111,FRANCHE-COMTÉ,43,,7,5,2,2,,,,03,2,1,1,2,49,"02 CDI, Fonctionnaire",CER,00,381A,16,12.510296832,71,11,2066,1,0,15,2
A0053555,24,111,CHAMPAGNE-ARDENNE,21,,6,7,2,2,,,,03,2,1,2,2,49,"02 CDI, Fonctionnaire",CER,00,374D,16,67.782129981,72,11,2000,1,0,17,2
A0053565,23,111,ÎLE-DE-FRANCE,11,,6,5,2,2,4,,,02,2,1,1,2,49,"02 CDI, Fonctionnaire",CER,00,342B,16,10.49857481,08,11,2392,1,0,0,2
A0053601,22,111,CHAMPAGNE-ARDENNE,21,,5,5,1,2,,,,02,1,1,1,2,49,"02 CDI, Fonctionnaire",CER,00,332A,16,64.546387288,08,11,2500,1,2,2,2
A0053635,26,111,ÎLE-DE-FRANCE,11,,6,5,2,2,3,3,2,02,1,2,2,3,49,"02 CDI, Fonctionnaire",CER,09,374B,16,52.702745263,73,11,3209,1,0,0,2
A0053670,24,111,ÎLE-DE-FRANCE,11,,6,6,2,2,,,,03,2,1,2,2,49,"02 CDI, Fonctionnaire",CER,00,374D,16,38.621406762,71,11,2341,1,0,1,2
A0053691,22,111,ÎLE-DE-FRANCE,11,,6,6,2,2,,1,,03,2,1,2,2,49,01 Non salarié,CER,00,312D,16,83.371095872,,11,,1,2,,2
